"filename","nucleus ID","eccentricity","num of G probes","num of R probes","num of Y probes","X center of mass","Y center of mass","area of nucleus","perimeter of nucleus","radius of nucleus"
"image_9_c=1.jpg.png",1,0.578320404944067,1,1,0,347.072738448929,248.008298330089,29283,572,96.4155501634048
"image_9_c=1.jpg.png",2,0.686719706797186,0,1,0,44.528992878942,597.283485927433,11796,412,62.8134651162527
"image_9_c=1.jpg.png",3,0.528484438175177,1,0,1,360.100177048706,908.125975574505,55352,993,131.692908607091
"image_9_c=1.jpg.png",4,0.457289971242699,0,0,0,10.2042042042042,789.195195195195,333,76,10.1922495110618
"image_9_c=1.jpg.png",5,0.893943433301858,0,0,0,23.6754563894523,865.49822515213,3944,285,38.6624963582588
"image_9_c=1.jpg.png",6,0,0,0,0,7,806,1,1,0
"image_9_c=1.jpg.png",7,0,0,0,0,8,807,1,1,0
"image_9_c=1.jpg.png",8,0.70582823790787,1,1,3,70.3130074928677,1041.74499169201,31897,857,104.63978294219
"image_9_c=1.jpg.png",9,0.643706744626666,5,7,8,346.12133094124,1168.28964063107,108134,1208,187.808048578111
"image_9_c=1.jpg.png",10,0.72127644015301,2,2,2,782.272634976831,1142.33394075077,38414,884,114.241064095624
"image_9_c=1.jpg.png",11,0.464928354595801,1,1,2,690.1744854674,1354.44402199529,63650,934,145.160689196908
"image_9_c=1.jpg.png",12,0.72507092496376,1,3,1,910.751761390324,1420.55807555526,59612,871,138.482949851439
"image_9_c=1.jpg.png",13,0.700945816047611,0,1,1,2495.56684065536,1365.00761200522,13794,424,67.0262165593622
"image_9_c=1.jpg.png",14,0.932634593591509,0,1,1,2209.87533138918,1403.24622216331,15088,566,80.683856732725
"image_9_c=1.jpg.png",15,0.82503170629324,3,3,1,1475.15089337433,1577.41662210934,89772,1113,172.441201786294
"image_9_c=1.jpg.png",16,0.667066415261719,3,0,2,1121.19800393872,1527.42152608565,59918,900,138.033903181835
"image_9_c=1.jpg.png",17,0.545711759889118,0,1,0,413.158878504673,1521.58834696262,6848,310,46.740238185248
"image_9_c=1.jpg.png",18,0.751726103398178,0,0,1,483.347889182058,1548.03720316623,7580,352,49.1755050380755
"image_9_c=1.jpg.png",19,0.438985705126801,0,1,1,1275.27761202054,1649.44999059216,37203,801,109.516642776432
"image_9_c=1.jpg.png",20,0.500916392010468,1,0,0,567.975047619048,1576.99876190476,10500,390,57.0174854902934
"image_9_c=1.jpg.png",21,0.878487496562118,0,0,1,340.835258598057,1568.28380152271,7618,360,52.4285672296411
"image_9_c=1.jpg.png",22,0.453911409377601,0,0,2,41.9923451635351,1654.01113430759,7185,311,47.6564633492683
"image_9_c=1.jpg.png",23,0.563019938729014,1,1,3,1710.90978975033,1739.39875164258,45660,811,120.05285495897
"image_9_c=1.jpg.png",24,0.59704438200334,1,2,1,2044.23522114192,1752.79264879836,34661,688,105.188191561292
"image_9_c=1.jpg.png",25,0.68310070818495,0,0,0,2414.5958386712,1757.04077395415,22637,557,84.8575117435317
"image_9_c=1.jpg.png",26,0.461504658248292,0,1,1,107.2764604811,1703.71735395189,5820,269,42.2032863937088
"image_9_c=1.jpg.png",27,0.961695232892461,0,1,0,692.727778163875,1719.79338383487,14389,536,78.5842866020114
"image_9_c=1.jpg.png",28,0.631448250183174,2,7,2,1903.58613415549,1885.20133465853,49301,832,127.15839370424
"image_9_c=1.jpg.png",29,0,0,0,0,1910,1741,1,1,0
"image_9_c=1.jpg.png",30,0.938312262669322,1,0,0,1191.63853662987,1865.6634431165,10961,422,65.6018650990111
"image_9_c=1.jpg.png",31,0.792053206802007,0,0,0,2341.92244304411,1897.31822588463,4126,235,36.4772634747095
