"filename","nucleus ID","eccentricity","num of G probes","num of R probes","num of Y probes","X center of mass","Y center of mass","area of nucleus","perimeter of nucleus","radius of nucleus"
"tile_x=2_y=5_c=1.jpg.png",1,0.908068375453444,0,3,1,370.050672366195,34.3259417579482,11229,487,62.8939457418721
"tile_x=2_y=5_c=1.jpg.png",2,0.815764553076606,1,4,2,1048.19825380936,122.374513402291,35964,672,109.087367156532
"tile_x=2_y=5_c=1.jpg.png",3,0.614532561454736,0,0,2,1219.47636122911,97.2649638660562,18127,556,76.7023454721954
"tile_x=2_y=5_c=1.jpg.png",4,0.810384656701995,0,2,1,1326.02557289937,34.4235580648732,9033,388,56.7709846811673
"tile_x=2_y=5_c=1.jpg.png",5,0.891562428137637,0,2,0,2059.68332581227,32.1260153429603,8864,392,56.6737499280748
"tile_x=2_y=5_c=1.jpg.png",6,0.958485752363434,0,0,0,2233.67569876724,24.387281825949,8193,434,60.2438049130835
"tile_x=2_y=5_c=1.jpg.png",7,0.663726080450595,1,3,5,330.455486302363,148.534889114364,34495,718,105.72283939335
"tile_x=2_y=5_c=1.jpg.png",8,0.53256508562039,0,1,2,443.247041700943,261.018097829526,15803,587,71.5049728141296
"tile_x=2_y=5_c=1.jpg.png",9,0.87745202449207,0,1,1,644.689926665767,263.120214153957,22227,506,88.5618283654865
"tile_x=2_y=5_c=1.jpg.png",10,0.628457530144882,0,3,2,1416.40116910662,276.179038849516,19331,474,78.398870081319
"tile_x=2_y=5_c=1.jpg.png",11,0.737732904599181,0,2,0,1915.1986853899,300.769644457723,13388,403,65.4886766427662
"tile_x=2_y=5_c=1.jpg.png",12,0.897206776725516,0,3,1,92.080121466947,367.228217706143,17124,513,77.9894940539093
"tile_x=2_y=5_c=1.jpg.png",13,0.716293621714275,0,2,2,728.910116042746,342.25496623615,15253,400,70.4363107347163
"tile_x=2_y=5_c=1.jpg.png",14,0.837311486096406,0,1,0,365.876807895185,359.26510124213,5877,327,46.6494046276114
"tile_x=2_y=5_c=1.jpg.png",15,0,0,0,0,403,320,1,1,0
"tile_x=2_y=5_c=1.jpg.png",16,0.302041193813052,0,2,1,819.319487067076,485.524386234108,18248,461,76.4338779256428
"tile_x=2_y=5_c=1.jpg.png",17,0.727488091557792,6,6,2,2443.96115206583,509.884759129093,29165,636,97.1507011641488
"tile_x=2_y=5_c=1.jpg.png",18,0.676905445455007,0,3,1,262.257442858058,484.436391574365,15619,485,71.4276394897473
"tile_x=2_y=5_c=1.jpg.png",19,0.84454058551796,1,7,2,1955.43881124498,494.250088353414,31125,792,107.746985819085
"tile_x=2_y=5_c=1.jpg.png",20,0.563091865146631,0,2,2,372.07256788019,491.412334104469,16426,471,72.7885491550595
"tile_x=2_y=5_c=1.jpg.png",21,0.453939258372607,0,3,2,1795.47344849648,461.915674984005,7815,508,52.8176494270938
"tile_x=2_y=5_c=1.jpg.png",22,0,0,0,0,1869,411,1,1,0
"tile_x=2_y=5_c=1.jpg.png",23,1,0,0,0,366.5,420,2,2,0.5
"tile_x=2_y=5_c=1.jpg.png",24,0.906122527447084,5,10,6,2304.11183529372,586.757557241543,58917,987,147.52824440198
"tile_x=2_y=5_c=1.jpg.png",25,0.706088249769957,0,1,0,50.1611236142369,536.616570809369,11997,382,62.4372978163166
"tile_x=2_y=5_c=1.jpg.png",26,0.780001995857392,0,2,1,1629.91436411205,546.962861336226,15671,441,71.7804421475324
"tile_x=2_y=5_c=1.jpg.png",27,0.885788158966489,0,0,0,2528.3180879784,582.009845958393,6297,452,52.8414720626875
"tile_x=2_y=5_c=1.jpg.png",28,0.849339477352139,1,3,1,1726.01277159512,593.513884472708,18870,576,82.2136843321508
"tile_x=2_y=5_c=1.jpg.png",29,0.142325468764763,0,3,0,219.48578977435,611.127820622679,14004,485,67.4597729197141
"tile_x=2_y=5_c=1.jpg.png",30,0.726509762500395,0,0,1,1127.1418050181,582.094619897641,8011,328,51.566936252404
"tile_x=2_y=5_c=1.jpg.png",31,0.831981148460047,0,0,0,850.24238378444,615.036533559898,8239,378,53.7511274962098
