"filename","nucleus ID","eccentricity","num of G probes","num of R probes","num of Y probes","X center of mass","Y center of mass","area of nucleus","perimeter of nucleus","radius of nucleus"
"image_5_c=1.jpg.png",1,0.970288187233898,0,0,0,1649.34602497716,21.4045080718855,6566,445,55.5623658042357
"image_5_c=1.jpg.png",2,0.963997457701148,0,0,0,1808.31351944793,21.1911856963614,6376,383,52.8931359588377
"image_5_c=1.jpg.png",3,0.71918946956442,0,0,1,1472.3737802187,122.227774236258,40786,980,109.505501738119
"image_5_c=1.jpg.png",4,0.749548631634712,0,2,2,1640.01864944608,105.827979736124,17963,565,77.9329775342394
"image_5_c=1.jpg.png",5,0.711564402951359,0,1,1,1912.95752240547,103.462109561436,18857,515,78.3767268815052
"image_5_c=1.jpg.png",6,0.661129933666371,0,0,0,1760.0613373265,153.34677187122,17363,629,77.0629286436151
"image_5_c=1.jpg.png",7,0.820868949094047,2,1,1,530.289378310566,159.395281572345,28696,691,98.5337800997362
"image_5_c=1.jpg.png",8,0.766313330015348,3,0,0,816.139188618964,278.062812707216,82945,1413,166.636322732541
"image_5_c=1.jpg.png",9,0.653622451004678,3,1,1,348.039208332131,234.570958714405,34661,748,104.994829581057
"image_5_c=1.jpg.png",10,0.810932574092311,0,0,0,73.3318892723401,181.683016374183,13619,434,67.7268580306873
"image_5_c=1.jpg.png",11,0.818041863919435,0,0,0,2401.01092121717,214.844435181326,11995,380,62.4201701437921
"image_5_c=1.jpg.png",12,0.789456895321786,0,0,1,164.11990876507,236.242424242424,12276,513,66.461647810892
"image_5_c=1.jpg.png",13,0.965569274300077,0,2,0,1223.5976478523,253.473380263879,23723,709,103.005469868465
"image_5_c=1.jpg.png",14,0.701974779811168,0,0,0,2006.52468244804,247.604286951501,13856,431,66.4635664923496
"image_5_c=1.jpg.png",15,0,0,0,0,1389,221,1,1,0
"image_5_c=1.jpg.png",16,0.822927593298153,0,0,0,2195.61705905564,319.130803630146,15206,513,73.7658466786911
"image_5_c=1.jpg.png",17,0.783398076907683,0,0,2,2022.15494762648,354.000390015601,17948,530,77.2795443936359
"image_5_c=1.jpg.png",18,0.725333619627203,1,2,2,388.521886021905,449.135641358827,53870,849,131.881742964561
"image_5_c=1.jpg.png",19,0.747659453351308,0,1,1,1604.60906387055,411.354690729445,19837,613,81.4732886550879
"image_5_c=1.jpg.png",20,0.679678720048363,1,1,0,1400.92221655983,441.228441917228,37283,820,114.100364138539
"image_5_c=1.jpg.png",21,0.369168170921731,0,0,1,1817.39632290272,411.326311944478,16426,507,70.9026119710797
"image_5_c=1.jpg.png",22,0,0,0,0,1711,362,1,1,0
"image_5_c=1.jpg.png",23,0.480791506592116,0,0,0,1716.70927740355,454.209353949786,13064,531,66.5955936675127
"image_5_c=1.jpg.png",24,0.769108494458526,3,1,2,78.7592473960187,531.318314470781,42147,859,120.582663812073
"image_5_c=1.jpg.png",25,0.717568748857869,2,0,5,1074.83120093276,586.860038865138,64325,1000,146.227583876578
"image_5_c=1.jpg.png",26,0.662684579100468,0,0,1,1320.44435018663,577.772593598009,17682,660,77.4007865516739
"image_5_c=1.jpg.png",27,0.762201801439763,0,0,1,1666.39369530628,595.540307610713,30168,681,99.6939614786447
"image_5_c=1.jpg.png",28,0,0,0,0,1233,508,1,1,0
"image_5_c=1.jpg.png",29,0,0,0,0,1226,540,1,1,0
"image_5_c=1.jpg.png",30,0,0,0,0,936,576,1,1,0
"image_5_c=1.jpg.png",31,0.837115491686085,0,0,0,1425.47273001205,684.26807955002,19912,563,81.5237431253444
"image_5_c=1.jpg.png",32,0.820954433227874,0,0,0,896.688545688546,609.266409266409,1554,198,24.0451732691148
"image_5_c=1.jpg.png",33,0.773490877337022,0,0,3,1842.25399385799,710.71476874399,32237,679,102.507225020494
"image_5_c=1.jpg.png",34,0.584638305251755,0,0,1,293.743274448678,716.243505368895,17322,470,75.072375718354
"image_5_c=1.jpg.png",35,0.833899987673052,1,0,0,1266.39134414891,760.309210191731,19663,620,85.2539773733965
"image_5_c=1.jpg.png",36,0.718294870150121,1,0,1,60.7682842458984,762.63110298478,20236,556,82.5188396924075
"image_5_c=1.jpg.png",37,0.720470697658796,0,0,2,494.93207186138,726.017168066334,18814,542,78.386724116637
"image_5_c=1.jpg.png",38,0.411560092702229,0,1,0,896.339488023835,826.879219099141,25509,604,89.5387896566539
"image_5_c=1.jpg.png",39,0.724361049638219,0,1,0,1724.18694231494,832.48623853211,15914,473,72.3651766776565
"image_5_c=1.jpg.png",40,0.610397876533421,0,0,1,720.384578261569,831.260442919191,18649,557,78.1846193127642
"image_5_c=1.jpg.png",41,0.595594130898978,0,0,1,1070.13944365193,847.76849398818,19628,541,80.2492599115983
"image_5_c=1.jpg.png",42,0.61832334023362,0,0,1,441.153779459289,861.888192638134,25374,606,91.3667913076748
"image_5_c=1.jpg.png",43,0.604021701463107,0,1,1,586.686551197147,880.827814569536,19630,524,79.0284644425292
"image_5_c=1.jpg.png",44,0.824637628708212,0,0,2,2041.18296168002,926.564364581078,46190,848,125.564279224436
"image_5_c=1.jpg.png",45,0.857962187636372,0,0,2,1756.80278639772,948.600303853116,30936,768,103.960942507963
"image_5_c=1.jpg.png",46,0.522947921579534,0,0,2,230.139667806546,973.412603810454,20470,460,80.5109738945601
"image_5_c=1.jpg.png",47,0.631548622896019,0,0,1,1116.39902531205,998.096722860411,20109,506,80.4318184737484
"image_5_c=1.jpg.png",48,0.653299339887256,0,4,6,1589.62849755153,1116.14436563768,69227,1111,153.97825130653
"image_5_c=1.jpg.png",49,0.899439335661154,0,0,0,395.333333333333,980.787878787879,33,21,3.10667476481413
"image_5_c=1.jpg.png",50,0.780385222895292,0,0,1,1914.13993153564,1100.86859648069,16651,520,75.3138342524529
"image_5_c=1.jpg.png",51,0.8083313986134,0,1,1,1313.39912686863,1130.10728932398,15118,461,71.1398604075698
"image_5_c=1.jpg.png",52,0.720340971886653,0,1,0,1424.81689141235,1138.1846068922,12681,570,66.2287004415942
"image_5_c=1.jpg.png",53,0.70183670291982,0,2,2,1139.44670162605,1185.60243246816,22693,518,85.6016954949925
"image_5_c=1.jpg.png",54,0.608082587453675,0,0,1,2162.73971865356,1292.2944807292,27866,605,94.6981363574182
"image_5_c=1.jpg.png",55,0.70679656054549,0,0,1,663.783201119925,1300.67965468969,21430,487,83.1563067389363
"image_5_c=1.jpg.png",56,0.658930001602095,0,2,1,906.775680352367,1309.37318441613,19071,569,80.3992334828108
"image_5_c=1.jpg.png",57,0.209007525566198,0,0,2,2035.19695675802,1353.46254172813,12881,477,62.7752851011415
"image_5_c=1.jpg.png",58,0.656004334551802,1,0,2,2273.29770678085,1441.54765531722,24289,562,89.0717403340347
"image_5_c=1.jpg.png",59,0.668999742156675,1,0,1,514.696190393165,1395.75782407811,11471,418,61.0199783150402
